English,POS,Thai
together,"Adverb, Adjective",ด้วยกัน
toilet,Noun,ห้องน้ำ
tomato,Noun,มะเขือเทศ
tomorrow,"Noun, Adverb",พรุ่งนี้
ton,"Noun, Adverb",ตัน
tone,"Noun, Verb (intransitive)",โทนเสียง
tongue,"Noun, Verb (transitive)",ลิ้น
tonight,"Noun, Adverb",คืนนี้
tonne,Noun,ตัน
too,Adverb,ด้วย
tool,"Noun, Verb (usu participle)",เครื่องมือ
tooth,"Noun, Verb (usu participle)",ฟัน
top,"Noun, Verb (usu participle)",สูงสุด
topic,Noun,หัวข้อ
total,"Noun, Adjective",ทั้งหมด
totally,Adverb,โดยสิ้นเชิง
touch,"Interjection, Noun",สัมผัส
tough,"Adjective, Noun",ยาก
tour,"Noun, Verb (usu participle)",การท่องเที่ยว
tourist,"Noun, Adjective",นักท่องเที่ยว
towards,Preposition,ต่อ
towel,"Noun, Verb (transitive)",ผ้าขนหนู
tower,"Noun, Verb (intransitive)",หอคอย
town,Noun,เมือง
toy,"Noun, Verb (intransitive)",ของเล่น
trace,"Noun, Verb (transitive)",ติดตาม
track,"Noun, Verb (usu participle)",ติดตาม
trade,"Noun, Verb (transitive)",ซื้อขาย
trading,Noun,การซื้อขาย
tradition,Noun,ธรรมเนียม
traditional,Adjective,แบบดั้งเดิม
traditionally,Adverb,ตามเนื้อผ้า
traffic,"Noun, Verb (usu participle)",การจราจร
train,"Verb (transitive), Verb (intransitive)",รถไฟ
training,Noun,การฝึกอบรม
transfer,"Verb (usu participle), Noun",โอนย้าย
transform,"Verb (usu participle), Verb (transitive)",แปลงร่าง
translate,"Verb (usu participle), Verb (intransitive)",แปล
translation,Noun,การแปล
transparent,Adjective,โปร่งใส
transport,"Verb (usu participle), Verb (transitive)",ขนส่ง
transportation,Noun,การขนส่ง
trap,"Noun, Verb (usu participle)",กับดัก
travel,"Verb (usu participle), Verb (transitive)",การท่องเที่ยว
traveller,Noun,นักเดินทาง
treat,"Noun, Verb (transitive)",รักษา
treatment,Noun,การรักษา
tree,"Noun, Verb (transitive)",ต้นไม้
trend,"Noun, Verb (intransitive)",แนวโน้ม
trial,"Noun, Adjective",การทดลอง
triangle,Noun,สามเหลี่ยม
trick,"Noun, Verb (usu participle)",เล่ห์เหลี่ยม
trip,"Noun, Verb (intransitive)",การเดินทาง
tropical,Adjective,เขตร้อน
trouble,"Noun, Verb (transitive)",ปัญหา
trousers,"Plural, Noun",กางเกงขายาว
truck,"Noun, Verb (usu participle)",รถบรรทุก
TRUE,Error: Unable to retrieve part of speech.,จริง
truly,Adverb,อย่างแท้จริง
trust,"Noun, Verb (transitive)",เชื่อมั่น
truth,Noun,ความจริง
try,"Verb (transitive), Verb (intransitive)",พยายาม
try on,"Verb (transitive), Verb (intransitive)",ลอง
try out,"Verb (transitive), Verb (intransitive)",ลอง
tube,"Noun, Verb (transitive)",หลอด
Tuesday,Noun,วันอังคาร
tune,"Noun, Verb (usu participle)",ปรับแต่ง
tunnel,"Noun, Verb (transitive)",อุโมงค์
turn,"Verb (usu participle), Verb (transitive)",เปลี่ยน
turn back,"Verb (usu participle), Verb (transitive)",หันหลังกลับ
turn down,"Verb (usu participle), Verb (transitive)",ปฏิเสธ
turn into,"Verb (usu participle), Verb (transitive)",เปลี่ยนเป็น
turn off,"Verb (usu participle), Verb (transitive)",ปิด
turn on,"Verb (usu participle), Verb (transitive)",เปิดเครื่อง
turn out,"Verb (usu participle), Verb (transitive)",เปิดออก
turn over,"Verb (usu participle), Verb (transitive)",พลิกกลับ
turn round,"Verb (usu participle), Verb (transitive)",หมุนรอบ
turn to,"Verb (usu participle), Verb (transitive)",หันไป
turn up,"Verb (usu participle), Verb (transitive)",เปิดขึ้น
TV,Noun,ทีวี
twelfth,"Adjective, Noun",ที่สิบสอง
twelve,"Noun, Definite Article",สิบสอง
twentieth,"Adjective, Noun",ที่ยี่สิบ
twenty,"Noun, Definite Article",ยี่สิบ
twice,Adverb,สองครั้ง
twin,"Adjective, Noun",แฝด
twist,"Verb (usu participle), Verb (transitive)",บิด
twisted,Adjective,บิดเบี้ยว
two,"Noun, Definite Article",สอง
type,"Noun, Verb (usu participle)",พิมพ์
typical,Adjective,ทั่วไป
typically,Adverb,โดยทั่วไป
tyre,"Noun, Verb (transitive)",ยาง
the unemployed,"Definite Article, Adverb",ผู้ว่างงาน
the unexpected,"Definite Article, Adverb",สิ่งที่ไม่คาดคิด
ugly,Adjective,น่าเกลียด
ultimate,"Adjective, Noun",สุดยอด
ultimately,Adverb,ในที่สุด
umbrella,"Noun, Adjective",ร่ม
unable,Adjective,ไม่สามารถ
unacceptable,Adjective,ยอมรับไม่ได้
uncertain,Adjective,ไม่แน่นอน
uncle,Noun,ลุง
uncomfortable,Adjective,อึดอัด
unconscious,"Adjective, Noun",หมดสติ
uncontrolled,Adjective,ไม่สามารถควบคุมได้
under,"Preposition, Adverb",ภายใต้
underground,"Adjective, Adverb",ใต้ดิน
underneath,"Preposition, Adverb",ข้างใต้
understand,"Verb (usu participle), Verb (transitive)",เข้าใจ
understanding,"Noun, Adjective",ความเข้าใจ
underwater,"Adjective, Adverb",ใต้น้ำ
underwear,Noun,ชุดชั้นใน
undo,Verb (usu participle),เลิกทำ
unemployed,Adjective,ว่างงาน
unemployment,Noun,การว่างงาน
unexpected,Adjective,ไม่คาดคิด
unexpectedly,Adverb,โดยไม่คาดคิด
unfair,Adjective,ไม่ยุติธรรม
unfairly,Adverb,ไม่ยุติธรรม
unfortunate,"Adjective, Noun",โชคร้าย
unfortunately,Adverb,น่าเสียดาย
unfriendly,"Adjective, Adverb",ไม่เป็นมิตร
unhappy,Adjective,ไม่มีความสุข
uniform,"Noun, Adjective",เครื่องแบบ
unimportant,Adjective,ไม่สำคัญ
union,"Noun, Adjective",สหภาพแรงงาน
unique,"Adjective, Noun",มีเอกลักษณ์
unit,Noun,หน่วย
unite,"Verb (usu participle), Verb (transitive)",รวมกัน
united,Adjective,สห
universe,Noun,จักรวาล
university,Noun,มหาวิทยาลัย
unkind,Adjective,ไร้ความกรุณา
unknown,"Adjective, Noun",ไม่ทราบ
unless,"Conjunction, Preposition",เว้นเสียแต่ว่า
unlike,"Adjective, Preposition",ไม่เหมือน
unlikely,Adjective,ไม่น่าเป็นไปได้
unload,"Verb (usu participle), Verb (transitive)",ยกเลิกการโหลด
unlucky,Adjective,โชคร้าย
unnecessary,Adjective,ไม่จำเป็น
unpleasant,Adjective,ไม่น่าพึงพอใจ
unreasonable,Adjective,ไม่มีเหตุผล
unsteady,"Verb (usu participle), Adjective",ไม่มั่นคง
unsuccessful,Adjective,ไม่ประสบความสำเร็จ
untidy,"Adjective, Verb (transitive)",ไม่เป็นระเบียบ
until,"Conjunction, Preposition",จนกระทั่ง
unusual,Adjective,ผิดปกติ
unusually,Adverb,ผิดปกติ
unwilling,Adjective,ไม่เต็มใจ
unwillingly,Adverb,ไม่เต็มใจ
up,"Noun, Verb (usu participle)",ขึ้น
upon,Preposition,เมื่อ
upper,"Adjective, Noun",บน
upset,"Verb (usu participle), Noun",อารมณ์เสีย
upsetting,"Noun, Adjective",อารมณ์เสีย
upside down,Noun,กลับหัวกลับหาง
upstairs,"Adverb, Noun",ชั้นบน
upward,"Adjective, Adverb",ขึ้นไป
upwards,Adverb,ขึ้นไป
urban,Adjective,ในเมือง
urge,"Verb (transitive), Noun",กระตุ้น
urgent,Adjective,ด่วน
us,"Pronoun, Noun",เรา
use,"Verb (usu participle), Verb (transitive)",ใช้
used 1,Adjective,ใช้แล้ว 1
used 2,Adjective,ใช้แล้ว 2
used to,Adjective,เคย
useful,"Adjective, Noun",มีประโยชน์
useless,Adjective,ไร้ประโยชน์
user,Noun,ผู้ใช้
use up,"Verb (usu participle), Verb (transitive)",ใช้หมด
usual,"Adjective, Noun",ตามปกติ
usually,Adverb,โดยปกติ
vacation,"Noun, Verb (intransitive)",วันหยุด
valid,Adjective,ถูกต้อง
valley,Noun,หุบเขา
valuable,"Adjective, Noun",มีค่า
value,"Noun, Verb (transitive)",ค่า
van,Noun,รถตู้
variation,Noun,การเปลี่ยนแปลง
varied,Adjective,หลากหลาย
variety,Noun,ความหลากหลาย
various,"Definite Article, Adjective",หลากหลาย
vary,"Verb (usu participle), Verb (transitive)",ต่างกันไป
vast,"Adjective, Noun",กว้างใหญ่
vegetable,"Noun, Adjective",ผัก
vehicle,Noun,ยานพาหนะ
venture,"Verb (transitive), Verb (intransitive)",กิจการ
version,Noun,รุ่น
vertical,"Adjective, Noun",แนวตั้ง
very,"Adverb, Adjective",มาก
via,Preposition,ทาง
victim,Noun,เหยื่อ
victory,Noun,ชัยชนะ
video,Noun,วิดีโอ
view,"Noun, Verb (transitive)",ดู
village,Noun,หมู่บ้าน
violence,Noun,ความรุนแรง
violent,Adjective,รุนแรง
violently,"|, Adverb",อย่างรุนแรง
virtually,Adverb,แทบ
virus,Noun,ไวรัส
visible,"Adjective, Noun",มองเห็นได้
vision,"Noun, Verb (transitive)",วิสัยทัศน์
visit,"Verb (usu participle), Verb (transitive)",เยี่ยม
visitor,Noun,ผู้เยี่ยมชม
vital,"Adjective, Noun",สำคัญยิ่ง
vocabulary,Noun,คำศัพท์
voice,"Noun, Verb (transitive)",เสียง
volume,Noun,ปริมาณ
vote,"Noun, Verb (usu participle)",โหวต
wage,"Noun, Verb (transitive)",ค่าจ้าง
waist,Noun,เอว
wait,"Verb (usu participle), Verb (intransitive)",รอ
waiter,Noun,บริกร
wake,"Noun, Verb (usu participle)",ตื่น
walk,"Verb (intransitive), Noun",เดิน
walking,"Adjective, Noun",เดิน
walk out,"Verb (intransitive), Noun",เดินออกไป
walk up,"Verb (intransitive), Noun",เดินขึ้นไป
wall,"Noun, Verb (transitive)",กำแพง
wallet,Noun,กระเป๋าสตางค์
wander,"Verb (usu participle), Noun",เดินเตร่
want,"Verb (transitive), Noun",ต้องการ
war,"Adverb, Verb (usu participle)",สงคราม
warm,"Adjective, Verb (usu participle)",อบอุ่น
warmth,Noun,ความอบอุ่น
warm up,"Adjective, Verb (usu participle)",อุ่นเครื่อง
warn,"Verb (usu participle), Verb (transitive)",เตือน
warning,"Noun, Adjective",คำเตือน
wash,"Verb (usu participle), Verb (transitive)",ล้าง
wash away,"Verb (usu participle), Verb (transitive)",ล้างออก
washing,Noun,ซักผ้า
wash off,"Verb (usu participle), Verb (transitive)",ล้างออก
wash out,"Verb (usu participle), Verb (transitive)",ล้างออก
wash up,"Verb (usu participle), Verb (transitive)",ล้างหน้า
waste,"Verb (transitive), Noun",ของเสีย
watch,"Verb (usu participle), Verb (intransitive)",ดู
watch out,"Verb (usu participle), Verb (intransitive)",ระวัง
watch out for,"Verb (usu participle), Verb (intransitive)",ระวัง
water,"Noun, Verb (transitive)",น้ำ
wave,"Verb (usu participle), Verb (intransitive)",คลื่น
way,"Noun, Adverb",ทาง
we,Pronoun,เรา
weak,Adjective,อ่อนแอ
weakness,Noun,ความอ่อนแอ
wealth,Noun,ความมั่งคั่ง
weapon,Noun,อาวุธ
wear,"Verb (usu participle), Verb (transitive)",สวมใส่
wear away,"Verb (usu participle), Verb (transitive)",สึกหรอ
wear off,"Verb (usu participle), Verb (transitive)",สึกหรอ
wear out,"Verb (usu participle), Verb (transitive)",สึกหรอ
weather,"Noun, Adjective",สภาพอากาศ
web,"Noun, Verb (transitive)",เว็บ
website,Noun,เว็บไซต์
wedding,Noun,งานแต่งงาน
Wednesday,Noun,วันพุธ
week,"Noun, Adverb",สัปดาห์
weekend,"Noun, Verb (usu participle)",สุดสัปดาห์
weekly,"Adjective, Adverb",รายสัปดาห์
weigh,"Verb (transitive), Verb (intransitive)",ชั่งน้ำหนัก
weight,"Noun, Verb (transitive)",น้ำหนัก
